id,name,description,location,start_on,estimated_completed_on,number_of_views,number_of_appearances,doctor_id,created_at,updated_at,archived,primary_contact_email,principal,active,longitude,latitude
72,Treatment of Staphylococcus Aureus Colonization in Hand Eczema,"Atopic dermatitis is a chronic disease characterized by itching and eczematous lesions. In adults, eczema commonly localizes to the hands or feet. Several studies have implicated bacterial contamination, especially with Staphylococcus aureus (S. aureus), to be a factor in atopic dermatitis, as infection with this bacteria correlates with disease severity. No trial to date has investigated how to treat S. aureus infection in adults with hand or hand/foot dermatitis. Using retapamulin ointment in the nose and on the hands or hands/feet, the investigators expect to have a significant clearance rate of s. aureus infection. The investigators believe that treating the bacterial infection along with treating the condition with a topical corticosteroid will significantly decrease the severity of hand/foot dermatitis in our study population.","1701 Jefferson Street, Baltimore, MD, United States",2015-08-19,2015-11-05,,1,58,2015-03-30 03:18:28.581608,2015-03-30 07:01:35.068434,,smix@johnshopkins.com,Dr. Scott Mixer,t,-76.5939733,39.2962631
73,Efficacy and Safety of a Retinoid in the Treatment of Severe Chronic Hand Eczema (HANDEL),"Chronic hand eczema (CHE)is a distressing disease that poses difficult problems for dermatologists. CHE leads to considerable work-absenteeism, disability and exclusion from labour market. Conventional treatments, including highly potent topical steroids, yield often unsatisfactory results. This study investigates the efficacy and safety of oral alitretinoin, a retinoid, in patients who have not responded to avoidance of causative factors, such as contact allergens and skin irritants, non-medicated skin care and highly potent topical steroids. Eligible patients are randomly assigned to receive alitretinoin or a placebo.","1701 Jefferson Street, Baltimore, MD, United States",2015-10-28,2015-12-25,,1,58,2015-03-30 03:20:31.105221,2015-03-30 07:01:35.070808,,smix@johnshopkins.com,Dr. Scott Mixer,t,-76.5939733,39.2962631
74,Efficacy and Safety of LAS41003 in the Treatment of Superficial Infected Eczema,The aim of the study is to determine the efficacy and safety of topical application of LAS41003 in comparison to LAS189962 and LAS189961 in the treatment of superinfected eczema.,"1701 Jefferson Street, Baltimore, MD, United States",2015-08-19,2015-10-29,,1,58,2015-03-30 03:21:54.581505,2015-03-30 07:01:35.072953,,smix@johnshopkins.com,Dr. Scott Mixer,t,-76.5939733,39.2962631
75,Randomized Phase III Study to Evaluate the Efficacy and Safety of Xyzal® (Levocetirizine) vs Zyrtec® ,Korean double-blind non-inferiority study to asses the efficacy (as measured by the responder rate of pruritus severity score by the patient at visit 4 or end-of-treatment visit over the 2 weeks treatment period) and safety of Xyzal® to Zyrtec® in subjects suffering from dermatitis and eczema with pruritus symptoms,"1701 Jefferson Street, Baltimore, MD, United States",2015-09-23,2015-10-16,,1,58,2015-03-30 03:23:58.770102,2015-03-30 07:01:35.075165,,smix@johnshopkins.com,Dr. Scott Mixer,t,-76.5939733,39.2962631
81,Continuous Cardiac Arrhythmia Monitoring in Hemodialysis Patients (CARE-ESRD),"Hemodialysis patients have a rate of fatal arrhythmias that is 40 times greater than the general population, but the causes and types of fatal arrhythmias they experience is unclear. The purpose of this prospective observational cohort study is to capture and characterize occult arrhythmias which occur in hemodialysis patients over a 6 month period. After informed consent and baseline assessment, 30 adult hemodialysis patients without a prior history of cardiac arrhythmias will undergo implantation of a continuous cardiac monitoring device (REVEAL, Medtronic). Three followup visits will be scheduled to download device data and quantify the number of potentially malignant arrhythmias which occur in study subjects during the 6 month period. Additionally, captured events will be monitored remotely via regular patient initiated transmission of device data every 2 weeks. Any serious occult arrhythmias detected will be immediately acted upon with a predefined management algorithm. Descriptive data and simple proportions will be used to describe the incidence and types of arrhythmias among the study cohort. Risks of this study include 1) potential loss of patient confidentiality 2) risks related to insertion of device including pocket hematoma, device infection, pain and discomfort secondary to procedure. These will be minimized by strict security measures to protect each patient's protected health information (PHI), preprocedural screening and insertion of monitoring devices by highly trained operators, and frequent careful direct patient followup.","Duke Regional Hospital, Durham, NC, United States",2015-10-14,2015-10-16,,,43,2015-03-30 03:36:00.334857,2015-03-30 03:36:00.334857,,khart@duke.com,Dr. Kevin Hart,t,-78.9000668,36.0368528
82,Telemetric Arrhythmia Diagnosis in Adults (TELEMARC1),"Irregular and/or rapid beating of the heart called heart palpitations can occur in individuals without heart disease and the reasons for their palpitations are unknown. Together with heart palpitations silent arrhythmia may be present that could lead to serious complications (eg. stroke). In others, palpitations result from heart rhythm disturbances, sometimes life threatening. Standard diagnostic methods such as 24 hours Holter ECG monitoring or Event Holter do not guarantee early diagnosis of the arrhythmia. Prolonged heart rhythm recording and analysis using an automatic full disclosure telemetric device increase probability of arrhythmia diagnosis and early administration of applicable treatment. Study patients will be diagnosed using standard Holter ECG monitoring and 14 days telemetric full disclosure ECG monitoring. The full disclosure signal will be subsequently analyzed in the Event Monitoring mode by an independent consultant. Efficacy of Telemetric Monitoring in diagnosis of cardiac arrhythmia will be assessed in comparison with the standard Holter monitoring and Event Monitoring.","Duke Regional Hospital, Durham, NC, United States",2015-08-07,2015-09-26,,,43,2015-03-30 03:37:01.489878,2015-03-30 03:37:01.489878,,khart@duke.com,Dr. Kevin Hart,t,-78.9000668,36.0368528
83,Optimizing Diagnostics Of Arrhythmia Events In Children Using Intelligent Telemetric Solutions (TELEMARC2),"Irregular and/or rapid beating of the heart called heart palpitations can occur in individuals without heart disease and the reasons for their palpitations are unknown. Together with heart palpitations silent arrhythmia may be present that could lead to serious complications (eg. stroke). In others, palpitations result from heart rhythm disturbances, sometimes life threatening. Standard diagnostic methods such as 24 hours Holter electrocardiogram (ECG) monitoring or Event Holter do not guarantee early diagnosis of the arrhythmia. Prolonged heart rhythm recording and analysis using an automatic full disclosure telemetric device can increase probability of arrhythmia diagnosis and early administration of applicable treatment. Study patients will be diagnosed using standard Holter ECG monitoring, Event Holter or 30 days telemetric ECG monitoring. Efficacy of telemetric monitoring in diagnosis of cardiac arrhythmia will be assessed in comparison with the standard Holter monitoring and Event Holter","Duke Regional Hospital, Durham, NC, United States",2015-08-13,2015-08-29,,,43,2015-03-30 03:38:23.230275,2015-03-30 03:38:23.230275,,khart@duke.com,Dr. Kevin Hart,t,-78.9000668,36.0368528
84,Atorvastatin For The Reduction Of Ventricular Arrhythmias (CLARIDI),To assess in patients with CAD [coronary artery disease] and an implantable defibrillator the effect of atorvastatin 80 mg versus placebo on the first recurrence of a ventricular arrhythmia (ventricular tachycardia or ventricular fibrillation requiring ICD [implantable cardioverter defibrillator] intervention) within one year after randomization.,"Duke Regional Hospital, Durham, NC, United States",2015-08-13,2015-10-01,,,43,2015-03-30 03:39:22.230567,2015-03-30 03:39:22.230567,,khart@duke.com,Dr. Kevin Hart,t,-78.9000668,36.0368528
85,Validation of an iPhone-based Event Recorder for Arrhythmia Detection,"In this study, we will evaluate the diagnostic yield of the new AliveCor device versus a 14 day event monitor with the use of both devices simultaneously. We will also examine by means of a questionnaire the compliance, ease of use and patient satisfaction for each device.
Hypothesis:
The AliveCor monitor will be non-inferior to the 14 day event monitor with respect to diagnosis of the arrhythmia responsible for a patient's symptoms.
The AliveCor monitor will have better compliance and acceptability compared to the 14 day event monitor, and thus there will be a greater number of days with recordings from the AliveCor monitor.","Duke Regional Hospital, Durham, NC, United States",2015-08-19,2015-09-25,,,43,2015-03-30 03:40:57.678237,2015-03-30 03:40:57.678237,,khart@duke.com,Dr. Kevin Hart ,t,-78.9000668,36.0368528
86,Drug and Non-Drug Treatment Of Severe Migraine (TSM),"During the 5 week Optimal Acute Therapy (OAT) Run in (Month 1) all participants who met initial inclusion criteria received ""optimal"" acute therapy (OAT). At the end of the OAT Run-in, participants who continued to meet the migraine severity criteria were stratified by sex and randomized via a computerized randomization procedure to the four added treatments: Beta Blocker Placebo (PL), Beta Blocker (Propranolol LA or Nadolol), Behavioral Migraine Management (BMM) + PL, or BMM + Beta Blocker. Each of the 4 treatment protocols required 4 monthly clinic visits and 3 telephone contacts during the 3 month Treatment/Dose Adjustment Phase (Month 2 to Month 4) where Beta Blocker or PL dose was adjusted and BMM was administered. During the 12 month (Month 5 to Month 16) Evaluation Phase clinic visits were scheduled at Month 5, Month 7, Month 10 (the Primary End Point), Month 13 and Month 16. Treatment conditions were blinded only for the preventive medication (Beta Blocker, Placebo) component, and not for the administration of BMM. Electronic headache diary recordings are obtained for the full 16 months of the trial, including the 12 month evaluation phase, and migraine-related impairments in quality of life are assessed at multiple points over the 16 months of the trial.","170 Manning Drive, Chapel Hill, NC, United States",2015-09-23,2015-11-27,,,65,2015-03-30 03:43:57.798303,2015-03-30 03:43:57.798303,,bbwolf@unc.com,Dr. Bigby Wolf,t,-79.0498218,35.9026439
93,Zolmitriptan Nasal Spray Versus Eletriptan in the Acute Treatment of Migraine,"An open-label, randomized, cross-over study comparing the efficacy of zolmitriptan 5 mg nasal spray with eletriptan 40 mg tablet at early time points. Satisfaction endpoints include global assessment of preference, overall satisfaction and effectiveness as well as tolerability of both medications.","1211 Medical Center Drive, Nashville, TN, United States",2015-08-20,2015-11-28,,,96,2015-03-30 03:55:15.407007,2015-03-30 03:55:15.407007,,gogol@vanderbilt.com,Dr. Jhumpa Lahiri,t,-86.8017829,36.1413237
87,Cupping and Serkangabin Versus Conventional Migraine Treatment,"In a randomized controlled trial investigators randomly assigned 76 patients with migraine to cupping therapy plus SERKANGABIN or to receive conventional medical treatment. The use of CAM in migraine is a growing phenomenon. Migraine patients seek and explore both conventional and CAM approaches. Wet cupping is an ancient medical technique still used in several contemporary societies. It is being used in management of hypertension, diabetes mellitus, and headaches, renal and biliary stones and for maintaining health. Little experimental study has been devoted to test its efficacy to treat migraine headache. Investigators planned this study for evaluation of therapeutic efficacy of wet cupping and an Iranian traditional medicine preparation, SERKANGABIN in treatment of migraine headache compared with current medicine protocols. SERKANGABIN is a preparation of honey, vinegar and distilled mint water that in traditional Iranian medicine is believed to have therapeutic effects in many diseases (diabetes mellitus, hypertension, hyperlipidemia, osteoarthritis, chronic obstructive airway disease, interstitial lung disease, hepatitis, fatty liver, ischemic heart disease, migraine, cerebrovascular diseases)","170 Manning Drive, Chapel Hill, NC, United States",2015-10-21,2016-01-15,,,65,2015-03-30 03:45:38.027402,2015-03-30 03:45:38.027402,,bbwolf@unc.com,Dr. Bigby Wolf,t,-79.0498218,35.9026439
88,Electrical Stimulation of the Sphenopalatine Ganglion for the Treatment of Migraine Headaches,"This investigation will gather information about a procedure called sphenopalatine ganglion (SPG) stimulation, and its appropriateness, safety, and efficacy as a treatment for those who suffer migraine headaches which may result in chronic severe disability. The SPG is a small collection of nerve cells in the head, and is located near the base of the nose on either side. Participation involves the surgical implantation of an electrode (small electrical conductor) over the sphenopalatine ganglion. The electrode is connected to a stimulator which will enable treatment for migraine headaches. Tiny electrical current is delivered to the stimulator device by an internal pulse generator implanted in the area at the top of the chest, to stop the migraine headaches. The implant system will be controlled with a wireless remote provided after the implant procedure.
Participation will record headache diaries throughout the study, which will last approximately 8½ months, and a yearly visit annually for five years.","170 Manning Drive, Chapel Hill, NC, United States",2015-07-09,2015-10-30,,,65,2015-03-30 03:47:05.984225,2015-03-30 03:47:05.984225,,bbwolf@unc.com,Dr. Bigby Wolf,t,-79.0498218,35.9026439
89,Pilot Study to Compare Frovatriptan vs. Topiramate for Prevention of Migraine,"Subjects enrolled at 2 investigative sites will complete 3 visits. Following Visit 1, during a 1-month Baseline Period, subjects will treat with their usual medication and document any warning signs (Prodrome pre-headache) that a migraine will occur. Following randomization (like a flip of the coin) at Visit 2, subjects will treat daily with topiramate or during Prodrome with frovatriptan. Subjects complete a 2-month Treatment Period before exit at Visit 3.This study will compare the effectiveness of daily treatment vs. treatment during the pre-headache phase for prevention of migraine.","170 Manning Drive, Chapel Hill, NC, United States",2015-08-20,2015-12-26,,,65,2015-03-30 03:48:39.964462,2015-03-30 03:48:39.964462,,bbwolf@unc.com,Dr. Bigby Wolf,t,-79.0498218,35.9026439
90,One-Day Intervention for Depression and Impairment in Migraine Patients (ACT),"Adults with comorbid depression and migraine will be randomized to a 1-day (6-hour) workshop of Acceptance and Commitment Training + Migraine Education (ACT-ME) or Migraine Education only (MEO). The intervention delivered to both study arms will be identical except for the addition of the ACT component delivered in the ACT-ME condition, thereby allowing an estimate of the specific additive effect of the psychotherapy. Measures of acceptance and behavioral avoidance, theoretically important mechanisms of change, will be used to test intervention components by examining whether these processes are uniquely affected by the ACT-ME intervention and whether they account for observed treatment effects. The central hypothesis is that the ACT-ME treatment will lead to significantly greater reduction in depression (HRSD) and disability (WHO-DAS, WHOQOL, and HDI) at follow-up compared to the MEO treatment. ACT-ME participants also are expected to demonstrate reductions in behavioral avoidance and enhanced acceptance, which mediate treatment effects. Treatment gains are expected to be maintained through the 6-month follow-up.","170 Manning Drive, Chapel Hill, NC, United States",2015-08-27,2016-02-05,,,65,2015-03-30 03:49:59.490319,2015-03-30 03:49:59.490319,,bbwolf@unc.com,Dr. Bigby Wolf,t,-79.0498218,35.9026439
91,Acupuncture for Migraine Prophylaxis (AMP),"Aim: to attest the abiding efficacy and safety of acupuncture for migraine prophylaxis Design: A open-label randomized controlled trial will be performed in Chengdu, Hunan and Chongqing province. Two hundred and forty-three participants will be randomly assign to acupoint-meridian group, non-acupoint-meridian group, and wait-and-see group. Each participants will receive 20 sessions of acupuncture in 4 weeks, with a duration of 30 minutes in a session. After all the treatments was accomplished, there will be 5 times follow-ups in the impending every 4 weeks. The primary outcome is frequency of migraine attacks 16 weeks after inclusion. Secondary outcomes include frequency of migraine attacks at the 4th and 24th week, headache severity, MSQ(Migraine Specific Quality of Life Questionnaire MSQ Version2.1), etc.","1211 Medical Center Drive, Nashville, TN, United States",2015-09-23,2015-11-27,,,96,2015-03-30 03:52:43.532209,2015-03-30 03:52:43.532209,,gogol@vanderbilt.com,Dr. Jhumpa Lahiri,t,-86.8017829,36.1413237
92,"MIBRAIN - Migraine and the Brain: Consequences, Causes, and Vascular Interaction","Migraine is a very common, chronic/intermittent and disabling neurovascular headache disorder that has long believed to have no severe consequences. Recent evidence, however, strongly suggest that migraine is associated with increased risk of ischemic stroke and there is initial evidence that migraine is associated with structural brain changes independent of the occurrence of stroke.
As migraine has strong links with the vascular system, it is plausible that vascular functions interact on the association between migraine and structural brain changes as well as cognition.
Our primary objectives are to investigate: (i) the relationship of migraine and migraine subtypes on magnetic resonance imaging (MRI) changes in a cohort of patients with active migraine; (ii) the relationship of migraine on cognitive performance among patients with active migraine; and (iii) the relationship of migraine and migraine specifics with vascular functions and morbidity. As secondary objective, we investigate whether the association of migraine on structural brain changes or cognitive performance is modified by vascular functions.
This will be an observational study conducted in the Headache Center in Bordeaux. 300 patients have to be included (150 patients with migraine with aura and 150 patients with migraine without aura).
Inclusion criteria are: all patients with a clearly defined migraine (as per IHS[International Headache Classification] criteria) who are aged 30 and older, are able to fluently speak French, and who are willing to participate.
Exclusion criteria are: pregnant woman and patient who have a major psychiatric disease or major anxiety disorder or had a pacemaker (which would not allow to perform a MRI imaging).
The cognitive status in the patient cohort will be ascertained by the Repeatable Battery for the Assessment of Neuropsychological Status (RBANS). In addition to the RBANS, we will use the HIT-6 (Headache Impact Test) and MIDAS (MIgraine Disability ASessment) and the depression scale CES-D (Center for Epidemiologic Studies Depression Scale).
Vascular risk status will be assessed by measurement of blood pressure and reports of vascular risk factors. The endothelial function will be measured with a noninvasive Peripheral Arterial Tone (PAT) signal technology using the EndoPAT device (Itamar Medical Inc, Framingham, MA).
For crude comparisons, chi-square tests will be used for categorical variables and t-test for continuous variables. Multivariable-multinominal modeling techniques will be utilized for the comparisons adjusting for potential confounding variables. All statistical tests will be two-tailed and a P <0.05 will be considered statistically significant.","1211 Medical Center Drive, Nashville, TN, United States",2015-08-13,2015-10-23,,,96,2015-03-30 03:54:07.103724,2015-03-30 03:54:07.103724,,gogol@vanderbilt.com,Dr. Jhumpa Lahiri,t,-86.8017829,36.1413237
94,Migraine--Investigational Treatment of Migraine With Noninvasive Brain Stimulation. (tDCS- Migraine),"The purpose of this study is to determine whether a painless and noninvasive procedure called Transcranial Direct Current Stimulation (tDCS) can be an effective therapy for the treatment of migraine and migraine-associated pain.
Stimulation of the motor cortex with tDCS has already been shown to relieve pain in patients with other chronic pain syndromes, including traumatic spinal cord injury and fibromyalgia. Patients with migraine are usually extremely sensitive to pain. A treatment that targets the areas of the brain that are related to the experience of pain may also help decrease pain in patients with migraine. Pain control with this localized approach may help avoid the problems due to pain medications that affect all organs in the body.
We hypothesize that 10 sessions of Transcranial Direct Current Stimulation (tDCS) applied over the area of the brain that controls pain and motor function will decrease pain and headache frequency in patients with migraine.","1211 Medical Center Drive, Nashville, TN, United States",2015-07-24,2015-09-26,,,96,2015-03-30 03:56:27.222028,2015-03-30 03:56:27.222028,,gogol@vanderbilt.com,Dr. Jhumpa Lahiri,t,-86.8017829,36.1413237
95,Treximet Trademark (TM) in the Prevention and Modification of Disease Progression in Migraine,"Two investigative centers will enroll 40 subjects in the United States. Subject participation in the 5 visit study will last 4 months.
At Visit 1, following informed consent, a medical, migraine, and medication history will be collected and a physical and neurological exam with vital signs will be performed. An electrocardiogram (ECG) will be completed. A Lifestyle Choices for Better Migraine Management Questionnaire (Lifestyle Questionnaire) will be completed. Eligible subjects then complete a 1-month Baseline Period and treat migraine with their current preferred treatment of choice, documenting headache severity and associated symptoms in a 30-day Baseline Diary.
At Visit 2, the Baseline Diary will be reviewed and a pregnancy test will be collected from all subjects of childbearing potential. Vital signs will be collected and Adverse Events documented. Subjects continuing to meet eligibility criteria will be randomized 1:1 to Treximet or naproxen and provided with study medication to treat on 14 or fewer days per month. Subjects will be encouraged to treat their migraine attacks within 1 hour of onset of headache pain and while the pain is still mild. Subjects will view an educational digital video disc (DVD) concerning lifestyle modification, receive a copy for home viewing, complete the Lifestyle Questionnaire, and receive 3 copies of the Lifestyle Questionnaire for weekly completion between Visits 2 and 3. The Migraine Disability Assessment questionnaire (MIDAS) will be completed and a 30-day Treatment Period Diary will be dispensed.
At Visits 3 and 4, Adverse Events will be collected, completed Diaries will be reviewed, and Drug Accountability performed. Pregnancy tests will be collected from all subjects of childbearing potential. Vital signs will be collected. Completed Lifestyle Questionnaires will be collected, a Lifestyle Questionnaire will be completed in the office, and 3 copies will be dispensed for weekly completion between visits. Study medication for the following month will be dispensed with a 30-day Diary.
At Visit 5, Adverse Events will be collected, completed Diaries will be reviewed, and Drug Accountability performed. Pregnancy tests will be collected from all subjects of childbearing potential. Vital signs will be collected. Completed Lifestyle Questionnaires will be collected and a Lifestyle Questionnaire will be completed in the office. Subjects will complete the MIDAS before exiting the study.","1211 Medical Center Drive, Nashville, TN, United States",2015-08-26,2015-12-04,,,96,2015-03-30 03:57:53.272927,2015-03-30 03:57:53.272927,,gogol@vanderbilt.com,Dr. Jhumpa Lahiri,t,-86.8017829,36.1413237
97,Assessing Decision Maker Tools for Asthma: the Asthma APGAR,"Asthma is a common problem among US adults and children. Unfortunately many people with asthma continue to suffer from asthma symptoms that could be control with better asthma care and more attention to details such as triggers, and adherence. To date the only tools available and recommended by groups such as the national asthma guideline group consider only asthma burden and do not include information on the most common factors that adversely affect asthma control. This study provides one half of the enrolled primary care offices with the Asthma APGAR which is a system of patient completed questions and a care flow sheet. The other half of the enrolled practices will continue to provide ""usual"" care without the support of the Asthma APGAR system. The research questions is whether or not asthma control and asthma related quality of life will be improved in people with asthma who are cared for in the intervention practices that use the Asthma APGAR system.","550 1st Avenue, NY, United States",2015-08-07,2015-09-04,,,4,2015-03-30 04:01:20.847081,2015-03-30 04:01:20.847081,,duck@nyu.com,Dr. Donald Dunn,t,-73.9740858,40.7423034
100,Omalizumab in Adult and Adolescent Patients With Severe Persistent Allergic Asthma,"Omalizumab will be given as add-on treatment to optimized asthma therapy in patients with severe persistent asthma, who demonstrate inadequate asthma symptom control. Response to omalizumab over time will be assessed by physicians and patients evaluating the overall improvement in control of their asthma.","550 1st Avenue, NY, United States",2015-08-26,2015-10-08,,,4,2015-03-30 04:05:34.592042,2015-03-30 04:05:34.592042,,jaco@nyu.com,Dr. Jaco Pastorius,t,-73.9740858,40.7423034
98,Smartphone-facilitated Asthma Control (SNAPP),"The objective of this protocol is to pilot an innovative approach to medication adherence to determine if such an approach will improve inhaled corticosteroid (ICS) medication adherence, a critical gap in improving the health of children with asthma.
Acute asthma exacerbations occur yearly in almost 60% of children with asthma. They are the most frequent reason for childhood hospitalization and the most expensive component of pediatric asthma care in the U.S. Exacerbations impair quality of life and disproportionately affect African-American children, children with Medicaid insurance, and the poor. Up to 70% of exacerbations are preventable if guideline-recommended inhaled corticosteroid (ICS) medication adherence is achieved. However, ICS medication adherence in children with persistent asthma is dismal at only 11 - 18%. Amongst children with Medicaid insurance prescribed ICS, 63% discontinue the medication within 90 days. As a healthcare system, investigators have been unable to meaningfully improve ICS medication adherence in a cost-efficient way for patients with asthma, and particularly for the high-risk, highest-potential population of children with moderate or severe persistent asthma. These children suffer the greatest morbidity and mortality from asthma yet have highest-potential to benefit from improved ICS medication adherence. There is an urgent need for an efficacious adherence intervention for this population because, without it, these children will continue to experience impaired health and disproportionate morbidity.
The investigators' long-term objective is to identify and disseminate an intervention that will minimize the occurrence and severity of exacerbations in this population. The overall objective of this pilot study is to test the feasibility of Smartphone-facilitated medication Notification for Asthma Control in Pediatric Patients (SNAPP) using a wireless medication monitor (WMM) and smartphone application that provides parents reminders for administration of ICS medication, real-time feedback on preventive and controller medication adherence, and wireless upload of this data to a secure online database. The central hypothesis is that for children in this population, SNAPP will result in >=25% improved Asthma Control Test (ACT) scores in comparison with usual management. Secondary hypotheses are that the intervention will result in a >= 30% decrease in FeNO in comparison with usual care at 6 months and >=40% increase in ICS medication adherence at 6 months. The central hypothesis has been formulated on the basis of reports that parents of children with acute exacerbations continue to have insufficient knowledge of asthma self-management yet are motivated to do what is best for their child. SNAPP incorporates monitoring, reminders, and dynamic feedback through a smartphone that will improve ICS medication adherence and that will influence the child's future independence and chronic disease-management skills. Importantly, the investigators will use wireless medication monitors to accurately and objectively ascertain ICS medication adherence without patient effort. Parents are facile with and use wireless technology to organize their daily activities and for communicating. Incorporating this technology into health care and medication adherence is a logical next-step.
The investigators propose to test the hypotheses through the following Aim: To determine whether SNAPP meaningfully improves 6-month asthma control measured with the Asthma Control Test, airway inflammation measured using exhaled nitric oxide and ICS adherence compared with usual care, in an RCT of children with moderate or severe persistent asthma.","550 1st Avenue, NY, United States",2015-08-19,2015-12-25,,1,4,2015-03-30 04:02:44.719469,2015-03-30 04:07:07.272721,,top@nyu.com,Dr. Rocco Prestia,t,-73.9740858,40.7423034
99,Teen Asthma Project (TAP),"To determine the feasibility of implementing the intervention using a peer-assisted asthma day camp for adolescents with asthma.
To determine patterns of change in knowledge, attitudes toward asthma, self-efficacy, perception of barriers, and self-management behaviors, asthma control and quality of life over time among peer leaders.
To test the following hypothesis:
Adolescents participating in a peer-assisted asthma camp program will report improved knowledge, attitudes toward asthma, self-efficacy, and self-management behaviors, decreased perception of barriers, and increased asthma control and quality of life at 3-, 6- and 9-months post-intervention compared with the adult-led camp group.
To examine the moderating effect of personal factors (e.g., age, sex, socioeconomic status, race, illness status, family support) on intervention outcomes such as self-management behaviors, asthma control and quality of life in adolescents with asthma.
To examine the effect of the peer-assisted camp program on self-reported health care utilization including emergency department visits, days of hospitalization, outpatient visits by comparing between baseline and 9-months post-camp data and between the peer-led camp and the adult-camp programs.
","550 1st Avenue, NY, United States",2015-08-20,2015-11-21,,1,4,2015-03-30 04:04:11.663896,2015-03-30 04:07:07.275922,,funkbrother@nyu.com,Dr. James Jamerson,t,-73.9740858,40.7423034
96,Asthma Self-management Via Application of Telehealth (asthma),"The disease being studied is asthma. The main objective of this study is to assess the feasibility of the recruitment goals and also the logistical issues related to use of tele-health technology in developing electronic asthma action plan (eAAP) and communicate with asthma patients in a time period of 24 months. The goals are: 1) enable asthma patients to self-manage their asthma symptoms. The secondary, 2) help care providers to intervene appropriately based on the patient's health status. The secondary objective is to explore the cost-benefit and cost-effectiveness of the proposed technology. Our research group proposes to complete a feasibility study, with an interim analysis for a formal power calculation and then acquire ethics to report these results and study design with anticipated publication prior to proceeding with a full randomized controlled trial to assess the efficacy of this intervention. The outcome measure will be assessed and data will be presented in a 24-month time frame.
Aims and goals:
The main aim of our proposed study is to assist asthma patients to practice asthma self-management at home that will eventually enable them to control their asthma, and specifically, prevent asthma exacerbation. Therefore, the ultimate goal of our proposed study is to improve patient health outcome via enhancing patient-physician interaction and using a more practical asthma action plan model (eAAP) that could be followed easily by the patient and their doctor.
Our hypothesis is that asthma patients who have access to the electronic online action plan complimented by weekly text messages to reinforce adherence will have a reduced rate of asthma exacerbation. We further hypothesize that these subjects will have an improvement in secondary measures including quality of life, better asthma control and patient satisfaction. We also anticipate that such an approach in asthma management will be cost-effective as outlined below.","550 1st Avenue, NY, United States",2015-08-12,2015-09-24,1,1,4,2015-03-30 03:59:43.225386,2015-03-30 04:07:13.068907,,wootcamp@nyu.com,Dr. Victor Wooten,t,-73.9740858,40.7423034
56,Vaccination With GM-K562 Cells in Patients With Advanced Myelodysplastic Syndrome (MDS),"The purpose of this research study is to determine if the GM-K562/leukemia cell vaccine can be safely given soon after allogeneic marrow or blood stem cell transplant. The GM-K562/leukemia cell vaccine is composed of a cultured cell line that has been genetically modified to secrete GM-CSF, a naturally occuring substance in the body that stimulates the immune system. The vaccine is a mixture of the GM-K562 cells (radiated to prevent them from growing in the participants body) with the participant's previously frozen and killed leukemia cells. By mixing the GM-K562 with the leukemia cells, we would like to study whether this vaccine combination will stimulate the participant's new immune system to recognize and fight against their MDS/AML cancer cells.","550 1st Avenue, NY, United States",2015-09-02,2015-11-26,3,31,3,2015-03-30 02:41:23.793759,2015-03-30 06:19:12.490113,,dotcom@nyu.com,Dr. Grizz Dotcom,t,-73.9740858,40.7423034
16,Pilot Study Evaluating the Use of Nasal Carbon Dioxide for the Treatment of Cluster Headache,"This is an open label, investigator-sponsored, pilot study. Subjects agreeing to participate in the study and meeting the eligibility criteria assessed at the screening visit will be enrolled in the study. The length of time between screening and treatment will last between 0 days to a maximum of 12 weeks. Subjects who enter the screening phase during a cluster headache episode and meet the study eligibility criteria can immediately enter the treatment phase and may opt to treat their cluster headache episode in the clinic. Subjects who are not in a cluster headache episode, who meet initial screening eligibility criteria, can remain in the screening phase for up to 12 weeks until their next cluster episode begins. Upon initiation of a cluster headache episode, subjects will enter the treatment period. Subjects will be trained on the proper use of the hand-held dispenser containing carbon dioxide (CO2 )calibrated to deliver 0.5 standard liters per minute (SLPM). This dispenser will be provided for use in the clinic or home. Subjects will be instructed to use the nasal CO2 dispenser, 10 seconds/nostril, as needed up to 6 times to treat one attack. Each dose must be separated by 3-5 minutes. Subjects should treat only one attack in a 24-hour period. Subjects may treat up to three cluster headache attacks during the treatment phase of this study. One hour after the first dose, subjects can choose to treat with investigator-approved rescue medication. Subjects will be asked to complete an online diary after the completion of the dosing. Diary assessments will collect pain severity, nasal CO2 usage, acute medication usage, satisfaction of treatment, number of cluster attacks, and unusual symptoms. Subjects will be contacted by phone within 3 days of the first use of the nasal CO2 dispenser to assess adverse events (AEs) and medication usage. A total of 25 subjects will enter the treatment period and be instructed to treat up to 3 cluster headaches with nasal CO2. Within 7 days of treating their last cluster headache episode, subjects will return for an end of study visit.","1 Medical Center Boulevard, Winston-Salem, NC, United States",2016-01-20,2016-03-31,1,31,78,2015-03-30 00:44:59.143362,2015-03-30 12:00:09.690793,,drjohn@wfbmc.com,Dr. John Saddington,t,-80.2695779,36.0899096
